comuna;cut_comuna;id;año;variable;valor;medida;estandar
CERRILLOS;13102;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;0,00000000000000e+00;Porcentaje;Sin estándar
CERRILLOS;13102;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;5,42100000000000e+01;Porcentaje;Sin estándar
CERRILLOS;13102;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;2,74200000000000e+01;Porcentaje;Sin estándar
CERRILLOS;13102;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;6,48000000000000e+00;Porcentaje;Sin estándar
CERRILLOS;13102;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;3,50000000000000e-01;Porcentaje;Sin estándar
CERRILLOS;13102;EA_33;2022;Porcentaje de la superficie de campamentos respecto del área urbana;1,93687573005316e+00;Porcentaje;Sin estándar
CERRILLOS;13102;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;4,15300000000000e+01;Porcentaje;100% de veredas en buen estado
CERRILLOS;13102;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;4,32740571834698e+01;Porcentaje;Sin estándar
CERRILLOS;13102;EA_10;2019;Porcentaje de personas potencialmente expuestas a niveles de ruido diurno inaceptables (Ld > 65 dBA OCDE);1,46000000000000e+01;Porcentaje;Ld > 65 dBA OCDE
CERRILLOS;13102;EA_90;2019;Porcentaje de personas potencialmente expuestas a niveles de ruido nocturno inaceptables (Ln > 55 dBA OCDE);3,80100000000000e+01;Porcentaje;Ln > 55 dBA OCDE
CERRILLOS;13102;BPU_28b;2019;Porcentaje de población atendida por el sistema de parques públicos;9,99800000000000e+01;Porcentaje;Sin estándar
CERRILLOS;13102;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;8,63900000000000e+01;Porcentaje;Sin estándar
CERRILLOS;13102;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;3,76700000000000e+01;Porcentaje;Sin estándar
CERRILLOS;13102;EA_36;2022;Porcentaje de residuos municipales valorizados;0,00000000000000e+00;Porcentaje;Sin estándar
CERRILLOS;13102;IS_39;2018;Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables;6,00000000000000e+01;Porcentaje;100% de las UUVV de una comuna.
CERRILLOS;13102;DE_204;2021;Porcentaje de viajes originados  inferiores a 5 kilómetros;5,59054132293401e+01;Porcentaje;Sin estándar
CERRILLOS;13102;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;2,35000000000000e+00;Porcentaje;Sin estándar
CERRILLOS;13102;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;8,70000000000000e+00;Porcentaje;Sin estándar
CERRILLOS;13102;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;9,54000000000000e+00;Porcentaje;Hasta 10%
CERRILLOS;13102;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;8,93040443440772e-01;Porcentaje;Sin estándar
CERRILLOS;13102;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;2,59600000000000e+01;Número de intersecciones promedio.;Sin estándar
CERRILLOS;13102;DE_200;2019;Proporción de viajes con una duración mayor o igual a 45 minutos;2,83700000000000e+01;Porcentaje;Sin estándar
CERRILLOS;13102;DE_201;2019;Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos;4,62700000000000e+01;Porcentaje;Sin estándar
CERRILLOS;13102;DE_203;2019;Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos;2,97000000000000e+01;Porcentaje;Sin estándar
CERRILLOS;13102;DE_202;2019;Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos;6,01800000000000e+01;Porcentaje;Sin estándar
CERRILLOS;13102;BPU_4;2020;Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica;1,05000000000000e+00;Relación (Matrículas / Población);Desde 1
CERRILLOS;13102;DE_33;2019;Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta;1,15384615384615e+00;Relación (Tiempo de viaje PPM / Tiempo de viaje PFP);Sin estándar
CERRILLOS;13102;IS_32;2018;Requerimiento de viviendas nuevas urbanas;1,84700000000000e+03;Número de viviendas;Sin estándar
CERRILLOS;13102;BPU_23;2018;Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros);1,08000000000000e+01;m²/hab;Sin estándar
CERRILLOS;13102;BPU_21;2018;Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros);4,42000000000000e+00;m²/hab;Sin estándar
CERRILLOS;13102;BPU_29;2018;Superficie de áreas verdes públicas por habitante;1,45800000000000e+01;m²/hab;Desde 10 metros cuadrados / habitante
CERRILLOS;13102;BPU_24;2021;Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares;6,96108078388250e+02;Relación (Conexiones residenciales fijas / 1.000 viviendas particulares);Sin estándar
CERRILLOS;13102;BPU_201;2021;Tasa de conexiones residenciales fijas de internet por cada 100 habitantes;1,98000446827525e+01;Relación (Conexiones residenciales fijas / 100 habs);Sin estándar
CERRILLOS;13102;IS_58b;2022;Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes;1,91969551959759e+02;Tasa;Sin estándar
CERRILLOS;13102;IS_58c;2022;Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes;5,70900754523804e+01;Tasa;Sin estándar
CERRILLOS;13102;IS_58a;2022;Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes;1,85626210242828e+02;Tasa;Sin estándar
CERRILLOS;13102;DE_16;2018;Tiempo de viaje en hora punta mañana;7,50000000000000e+01;Min;Hasta 60 minutos
CERRILLOS;13102;DE_29;2018;Tiempo de viaje en transporte público en hora punta mañana;9,00000000000000e+01;Min;Hasta 60 minutos
CERRILLOS;13102;IS_39a;2018;Índice de segregación de la población vulnerable;3,11883942275827e-01;Índice;Sin estándar
CERRO NAVIA;13103;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;8,67000000000000e+00;Jornadas diarias / 10.000 habs;Sin estándar
CERRO NAVIA;13103;BPU_17;2019;Cantidad de luminarias cada 50 metros lineales de red vial;2,13000000000000e+00;Relación (Número de luminarias / 50 m de red vial);Sin estándar
CERRO NAVIA;13103;EA_34;2022;Cantidad de residuos eliminados con disposición final per cápita;1,34184987799142e+00;kg/hab/día;Hasta 1 kilogramo / habitante / día
CERRO NAVIA;13103;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;7,08234624465932e+01;Kilovatio hora (kWh)/hab/año;Sin estándar
CERRO NAVIA;13103;EA_22;2021;Consumo de energía eléctrica per cápita residencial;7,40592204013942e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
CERRO NAVIA;13103;EA_33a;2022;Densidad de hogares en campamentos;4,51453647833242e+01;Densidad (Número hogares/ha);Sin estándar
CERRO NAVIA;13103;BPU_26;2018;Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona;7,69000000000000e+00;Promedio per cápita de frecuencia de TP mayor;Sin estándar
CERRO NAVIA;13103;BPU_26b;2018;Densidad de oferta planificada de transporte público menor en periodo punta mañana, por persona;1,60000000000000e-01;Promedio per cápita de frecuencia de TP menor;Sin estándar
CERRO NAVIA;13103;BPU_26*;2018;Densidad de oferta real de transporte público mayor en periodo punta mañana, por persona;7,67000000000000e+00;Promedio per cápita de frecuencia de TP mayor;Sin estándar
CERRO NAVIA;13103;IS_5;2018;Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos;1,00000000000000e-02;Índice;Sin estándar
CERRO NAVIA;13103;BPU_7;2020;Distancia a centros de salud primaria;7,53930000000000e+02;m;Hasta 1.500 metros de distancia
CERRO NAVIA;13103;BPU_3;2020;Distancia a establecimientos de educación básica;3,62070000000000e+02;m;Hasta 1.000 metros de distancia
CERRO NAVIA;13103;BPU_1;2020;Distancia a establecimientos de educación inicial;2,78310000000000e+02;m;Hasta 400 metros de distancia
CERRO NAVIA;13103;BPU_25;2018;Distancia a paraderos de transporte público mayor;1,90000000000000e+02;m;400 metros de distancia máxima
CERRO NAVIA;13103;BPU_22;2019;Distancia a parques públicos;6,47917175000000e+02;m;Hasta 3.000 metros de distancia
CERRO NAVIA;13103;BPU_20;2019;Distancia a plazas públicas;2,02635686000000e+02;m;Hasta 400 metros de distancia
CERRO NAVIA;13103;BPU_13;2018;Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros;1,41000000000000e+03;m;Sin estándar
CERRO NAVIA;13103;IS_91;2022;Indisponibilidad de suministro eléctrico - indicador SAIDI anual;8,43771784000000e+00;Número de horas promedio / año;Sin estándar
CERRO NAVIA;13103;IG_91;2019;Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano;0,00000000000000e+00;Relación (Monto per cápita en pesos / hab);Sin estándar
CERRO NAVIA;13103;EA_35;2019;Número de microbasurales por cada 10.000 habitantes;2,97000000000000e+00;Relación (Número  microbasurales / 10.000 habs);Sin estándar
CERRO NAVIA;13103;DE_31;2021;Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes;3,23251630312570e+01;Relación (Número víctimas lesionadas /100.000 habs);Sin estándar
CERRO NAVIA;13103;DE_28;2021;Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes;3,51360467731055e+00;Relación (Número víctimas mortales /100.000 habs);Sin estándar
CERRO NAVIA;13103;DE_3;2022;Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias);8,06667028867856e+01;Porcentaje;Hasta 30%
CERRO NAVIA;13103;DE_102;2019;Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes);2,79000000000000e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;DE_105;2019;Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes);8,38000000000000e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;IS_201;2020;Población estimada de migrantes internacionales por comuna;1,16780000000000e+04;Porcentaje;Sin estándar
CERRO NAVIA;13103;EA_53;2020;Porcentaje de  la superficie cubierta por vegetación total;8,42000000000000e+00;Porcentaje;Sin estándar
CERRO NAVIA;13103;EA_23;2022;Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios;5,87475906365451e-03;Porcentaje;Sin estándar
CERRO NAVIA;13103;EA_93;2021;Porcentaje de cobertura de la red de ciclovía sobre la red vial;1,68000000000000e+00;Porcentaje;Sin estándar
CERRO NAVIA;13103;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;0,00000000000000e+00;Porcentaje;Sin estándar
CERRO NAVIA;13103;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;2,09400000000000e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;3,46400000000000e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;7,59000000000000e+00;Porcentaje;Sin estándar
CERRO NAVIA;13103;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;3,00000000000000e-02;Porcentaje;Sin estándar
CERRO NAVIA;13103;EA_33;2022;Porcentaje de la superficie de campamentos respecto del área urbana;1,64272712527259e+00;Porcentaje;Sin estándar
CERRO NAVIA;13103;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;2,87600000000000e+01;Porcentaje;100% de veredas en buen estado
CERRO NAVIA;13103;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;3,89230942422432e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;EA_10;2019;Porcentaje de personas potencialmente expuestas a niveles de ruido diurno inaceptables (Ld > 65 dBA OCDE);6,67000000000000e+00;Porcentaje;Ld > 65 dBA OCDE
CERRO NAVIA;13103;EA_90;2019;Porcentaje de personas potencialmente expuestas a niveles de ruido nocturno inaceptables (Ln > 55 dBA OCDE);1,31200000000000e+01;Porcentaje;Ln > 55 dBA OCDE
CERRO NAVIA;13103;BPU_28b;2019;Porcentaje de población atendida por el sistema de parques públicos;1,00000000000000e+02;Porcentaje;Sin estándar
CERRO NAVIA;13103;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;9,38300000000000e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;4,51300000000000e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;EA_36;2022;Porcentaje de residuos municipales valorizados;2,84830469508734e-01;Porcentaje;Sin estándar
CERRO NAVIA;13103;IS_39;2018;Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables;2,41379310344828e+01;Porcentaje;100% de las UUVV de una comuna.
CERRO NAVIA;13103;DE_204;2021;Porcentaje de viajes originados  inferiores a 5 kilómetros;7,45121481194541e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;4,48000000000000e+00;Porcentaje;Sin estándar
CERRO NAVIA;13103;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;1,28400000000000e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;1,74900000000000e+01;Porcentaje;Hasta 10%
CERRO NAVIA;13103;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;6,76337100649640e-01;Porcentaje;Sin estándar
CERRO NAVIA;13103;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;3,65900000000000e+01;Número de intersecciones promedio.;Sin estándar
CERRO NAVIA;13103;DE_200;2019;Proporción de viajes con una duración mayor o igual a 45 minutos;2,03300000000000e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;DE_201;2019;Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos;3,23800000000000e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;DE_203;2019;Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos;2,46700000000000e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;DE_202;2019;Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos;5,55100000000000e+01;Porcentaje;Sin estándar
CERRO NAVIA;13103;BPU_4;2020;Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica;9,30000000000000e-01;Relación (Matrículas / Población);Desde 1
CERRO NAVIA;13103;DE_33;2019;Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta;1,54545454545455e+00;Relación (Tiempo de viaje PPM / Tiempo de viaje PFP);Sin estándar
CERRO NAVIA;13103;IS_32;2018;Requerimiento de viviendas nuevas urbanas;4,87200000000000e+03;Número de viviendas;Sin estándar
CERRO NAVIA;13103;BPU_23;2018;Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros);3,73000000000000e+00;m²/hab;Sin estándar
CERRO NAVIA;13103;BPU_21;2018;Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros);2,35000000000000e+00;m²/hab;Sin estándar
CERRO NAVIA;13103;BPU_29;2018;Superficie de áreas verdes públicas por habitante;5,94000000000000e+00;m²/hab;Desde 10 metros cuadrados / habitante
CERRO NAVIA;13103;BPU_24;2021;Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares;6,02067317681280e+02;Relación (Conexiones residenciales fijas / 1.000 viviendas particulares);Sin estándar
CERRO NAVIA;13103;BPU_201;2021;Tasa de conexiones residenciales fijas de internet por cada 100 habitantes;1,62904767258826e+01;Relación (Conexiones residenciales fijas / 100 habs);Sin estándar
CERRO NAVIA;13103;IS_58b;2022;Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes;6,21170684135767e+01;Tasa;Sin estándar
CERRO NAVIA;13103;IS_58c;2022;Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes;6,41664369960497e+01;Tasa;Sin estándar
CERRO NAVIA;13103;IS_58a;2022;Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes;1,17026012847421e+02;Tasa;Sin estándar
CERRO NAVIA;13103;DE_16;2018;Tiempo de viaje en hora punta mañana;8,50000000000000e+01;Min;Hasta 60 minutos
CERRO NAVIA;13103;DE_29;2018;Tiempo de viaje en transporte público en hora punta mañana;1,10000000000000e+02;Min;Hasta 60 minutos
CERRO NAVIA;13103;IS_39a;2018;Índice de segregación de la población vulnerable;2,64315052034886e-01;Índice;Sin estándar
CHIGUAYANTE;8103;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;1,75200000000000e+01;Jornadas diarias / 10.000 habs;Sin estándar
CHIGUAYANTE;8103;BPU_17;2019;Cantidad de luminarias cada 50 metros lineales de red vial;0,00000000000000e+00;Relación (Número de luminarias / 50 m de red vial);Sin estándar
CHIGUAYANTE;8103;EA_34;2022;Cantidad de residuos eliminados con disposición final per cápita;1,05684291663378e+00;kg/hab/día;Hasta 1 kilogramo / habitante / día
CHIGUAYANTE;8103;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;1,87862667468694e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
CHIGUAYANTE;8103;EA_22;2021;Consumo de energía eléctrica per cápita residencial;7,31278416361350e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
CHIGUAYANTE;8103;EA_33a;2021;Densidad de hogares en campamentos;0,00000000000000e+00;Densidad (Número hogares/ha);Sin estándar
CHIGUAYANTE;8103;BPU_26;2018;Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona;9,86000000000000e+00;Promedio per cápita de frecuencia de TP mayor;Sin estándar
CHIGUAYANTE;8103;IS_5;2018;Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos;0,00000000000000e+00;Índice;Sin estándar
CHIGUAYANTE;8103;BPU_7;2020;Distancia a centros de salud primaria;1,37845000000000e+03;m;Hasta 1.500 metros de distancia
CHIGUAYANTE;8103;BPU_3;2020;Distancia a establecimientos de educación básica;6,42100000000000e+02;m;Hasta 1.000 metros de distancia
CHIGUAYANTE;8103;BPU_1;2020;Distancia a establecimientos de educación inicial;5,66790000000000e+02;m;Hasta 400 metros de distancia
CHIGUAYANTE;8103;BPU_25;2018;Distancia a paraderos de transporte público mayor;3,03000000000000e+02;m;400 metros de distancia máxima
CHIGUAYANTE;8103;BPU_22;2019;Distancia a parques públicos;1,20881397150000e+04;m;Hasta 3.000 metros de distancia
CHIGUAYANTE;8103;BPU_20;2019;Distancia a plazas públicas;2,94558898000000e+02;m;Hasta 400 metros de distancia
CHIGUAYANTE;8103;BPU_13;2018;Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros;2,50600000000000e+03;m;Sin estándar
CHIGUAYANTE;8103;IS_91;2022;Indisponibilidad de suministro eléctrico - indicador SAIDI anual;1,20482930600000e+01;Número de horas promedio / año;Sin estándar
CHIGUAYANTE;8103;IG_91;2018;Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano;1,07360000000000e+03;Relación (Monto per cápita en pesos / hab);Sin estándar
CHIGUAYANTE;8103;EA_35;2018;Número de microbasurales por cada 10.000 habitantes;0,00000000000000e+00;Relación (Número  microbasurales / 10.000 habs);Sin estándar
CHIGUAYANTE;8103;DE_31;2021;Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes;2,96385410400831e+02;Relación (Número víctimas lesionadas /100.000 habs);Sin estándar
CHIGUAYANTE;8103;DE_28;2021;Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes;4,37469240444031e+00;Relación (Número víctimas mortales /100.000 habs);Sin estándar
CHIGUAYANTE;8103;DE_3;2022;Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias);5,06387637165591e+01;Porcentaje;Hasta 30%
CHIGUAYANTE;8103;DE_102;2019;Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes);3,94000000000000e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;DE_105;2019;Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes);6,62000000000000e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;EA_53;2020;Porcentaje de  la superficie cubierta por vegetación total;4,51400000000000e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;EA_23;2022;Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios;8,18397758957165e-02;Porcentaje;Sin estándar
CHIGUAYANTE;8103;EA_93;2021;Porcentaje de cobertura de la red de ciclovía sobre la red vial;3,72000000000000e+00;Porcentaje;Sin estándar
CHIGUAYANTE;8103;IP_6;2018;Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF;0,00000000000000e+00;Porcentaje;Sin estándar
CHIGUAYANTE;8103;IG_1;2019;Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante;3,76800000000000e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;IS_37;2019;Porcentaje de la población en situación de pobreza multidimensional;1,26500000000000e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;IS_36;2019;Porcentaje de la población en situación de pobreza por ingresos;8,71000000000000e+00;Porcentaje;Sin estándar
CHIGUAYANTE;8103;EA_53a;2020;Porcentaje de la superficie cubierta por vegetación densa;5,21000000000000e+00;Porcentaje;Sin estándar
CHIGUAYANTE;8103;EA_33;2021;Porcentaje de la superficie de campamentos respecto del área urbana;0,00000000000000e+00;Porcentaje;Sin estándar
CHIGUAYANTE;8103;IS_40;2018;Porcentaje de manzanas con veredas con buena calidad de pavimento;4,78000000000000e+01;Porcentaje;100% de veredas en buen estado
CHIGUAYANTE;8103;IG_90;2022;Porcentaje de participación en las elecciones municipales por comuna;4,55206385946171e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;BPU_28b;2019;Porcentaje de población atendida por el sistema de parques públicos;1,07000000000000e+00;Porcentaje;Sin estándar
CHIGUAYANTE;8103;BPU_28a;2019;Porcentaje de población atendida por el sistema de plazas públicas;7,46700000000000e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;EA_202;2018;Porcentaje de población atendida por la red de ciclovías;7,27000000000000e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;EA_36;2022;Porcentaje de residuos municipales valorizados;1,99555335054839e+00;Porcentaje;Sin estándar
CHIGUAYANTE;8103;IS_39;2018;Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables;5,71428571428571e+01;Porcentaje;100% de las UUVV de una comuna.
CHIGUAYANTE;8103;DE_204;2021;Porcentaje de viajes originados  inferiores a 5 kilómetros;5,96244106516718e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;IS_34;2018;Porcentaje de viviendas con situación de allegamiento externo;1,02000000000000e+00;Porcentaje;Sin estándar
CHIGUAYANTE;8103;IS_33;2018;Porcentaje de viviendas en situación de hacinamiento;5,23000000000000e+00;Porcentaje;Sin estándar
CHIGUAYANTE;8103;IS_31;2018;Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos;1,21400000000000e+01;Porcentaje;Hasta 10%
CHIGUAYANTE;8103;IG_200;2022;Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales;2,08604954367666e-01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;DE_25;2019;Promedio de intersecciones relevantes cada 1,44 km²;1,51200000000000e+01;Número de intersecciones promedio.;Sin estándar
CHIGUAYANTE;8103;DE_200;2019;Proporción de viajes con una duración mayor o igual a 45 minutos;1,97100000000000e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;DE_201;2019;Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos;2,36800000000000e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;DE_203;2019;Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos;1,25800000000000e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;DE_202;2019;Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos;3,37700000000000e+01;Porcentaje;Sin estándar
CHIGUAYANTE;8103;BPU_4;2020;Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica;1,09000000000000e+00;Relación (Matrículas / Población);Desde 1
CHIGUAYANTE;8103;DE_33;2019;Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta;1,00000000000000e+00;Relación (Tiempo de viaje PPM / Tiempo de viaje PFP);Sin estándar
CHIGUAYANTE;8103;IS_32;2018;Requerimiento de viviendas nuevas urbanas;1,08900000000000e+03;Número de viviendas;Sin estándar
CHIGUAYANTE;8103;BPU_23;2018;Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros);6,50200000000000e+01;m²/hab;Sin estándar
CHIGUAYANTE;8103;BPU_21;2018;Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros);3,69000000000000e+00;m²/hab;Sin estándar
CHIGUAYANTE;8103;BPU_29;2018;Superficie de áreas verdes públicas por habitante;3,10000000000000e+00;m²/hab;Desde 10 metros cuadrados / habitante
CHIGUAYANTE;8103;BPU_24;2021;Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares;8,05218143698625e+02;Relación (Conexiones residenciales fijas / 1.000 viviendas particulares);Sin estándar
CHIGUAYANTE;8103;BPU_201;2021;Tasa de conexiones residenciales fijas de internet por cada 100 habitantes;2,64625143544595e+01;Relación (Conexiones residenciales fijas / 100 habs);Sin estándar
CHIGUAYANTE;8103;IS_58b;2022;Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes;7,38824864676096e+01;Tasa;Sin estándar
CHIGUAYANTE;8103;IS_58c;2022;Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes;7,22455037541470e+01;Tasa;Sin estándar
CHIGUAYANTE;8103;IS_58a;2022;Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes;4,82364239566964e+01;Tasa;Sin estándar
CHIGUAYANTE;8103;IS_39a;2018;Índice de segregación de la población vulnerable;3,98864581153642e-01;Índice;Sin estándar
CHILLÁN;16101;BPU_8;2018;Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes;9,98000000000000e+00;Jornadas diarias / 10.000 habs;Sin estándar
CHILLÁN;16101;BPU_17;2019;Cantidad de luminarias cada 50 metros lineales de red vial;6,20000000000000e-01;Relación (Número de luminarias / 50 m de red vial);Sin estándar
CHILLÁN;16101;EA_34;2022;Cantidad de residuos eliminados con disposición final per cápita;1,11644811065109e+00;kg/hab/día;Hasta 1 kilogramo / habitante / día
CHILLÁN;16101;EA_22a;2021;Consumo de energía eléctrica per cápita no residencial;3,80817565001899e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
CHILLÁN;16101;EA_22;2021;Consumo de energía eléctrica per cápita residencial;8,30197928532886e+02;Kilovatio hora (kWh)/hab/año;Sin estándar
CHILLÁN;16101;EA_33a;2022;Densidad de hogares en campamentos;1,44100580270793e+01;Densidad (Número hogares/ha);Sin estándar
CHILLÁN;16101;IS_5;2018;Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos;2,00000000000000e-02;Índice;Sin estándar
